<<<<<<< HEAD
"","0000011103","0000012101","0000012301","0000012305","0000012401","0000012406","0000012411","0000012413","0000012417","0000012420","0000012423","0000012427","0000012428","0000012429","0000012430","0000012433","0000012434","0000012435","0000012501","0000012502","0000012505","0000012507","0000012601","0000012701","0000013301","0000021206","0000021207","0000024204","0000024205","0000024206","0000024207","0000024601","0000024701","0000025101","0000025108","0000025112","0000025113","0000025114","0000025123","0000025125","0000025201","0000025203","0000025207","0000025209","0000025212","0000025303","0000025304","0000025305","0000031601","0000031604","0000031609","0000034601","0000034602","0000034603","0000041301","0000041601","0000044602","0000045201","0000045601","0000045603","0000045604","0000051701","0000061601","0000061602","0000061603","0000061701","0000062605","0000064601","0000064603","0000071601","0000076101","0000077601","0000090101","0000090601","0000090604","0000090606","0000090701","0000090702","0000090703","0000090704","0000090706","0000091302","0000091702","0000091717","0000094606","0000095601","0000095602","0000095605","0000096706","0000096711","0000096713","0000096724","0000096731","0000098501","0000098503","0000098507","0000098508","0000098509","0000098513","0000098514","0000098515","0000098516","0000098517","0000098518","0000098519","aa00190001","aa00690002","aa03125001","aa03125002","aa03125003","aa03125004","aa03125005","aa03125006","aa04192003","aa04192004","aa05191001","aa05191002","aa05191003","aa05191004","aa07134015","aa07134027","aa07151012","aa07153001","aa07153002","aa07153003","aa07153004","aa07153005","aa07153006","aa07153007","aa07153008","aa07153009","aa07153048","aa07153049","aa07153051","aa07153052","aa07153053","aa07153054","aa07153055","aa07153056","aa07153057","aa07153096","aa07153097","aa07153098","aa07153099","aa07153101","aa07153102","aa07153103","aa07153104","aa07153105","aa07153106","aa07153149","aa07153152","aa07153201","aa07153251","aa07153252","aa07153253","aa07153254","aa07153255","aa07153258","aa07153259","aa07153262","aa07153268","aa07153269","aa07153272","aa07153273","aa07153274","aa07153299","aa07193001","aa07193002","aa07193003","aa07193004","aa07193010","aa07193013","aa07253151","aa07253153","aa07253256","aa07253257","aa07253260","aa07253261","aa07334006","aa07351001","aa07393043","aa07453001","aa07453002","aa07453003","aa07453004","aa07453005","aa07453006","aa07453007","aa07453008","aa07453009","aa07453010","aa07453011","aa07453012","aa07453013","aa07453014","aa07453015","aa07453016","aa07453017","aa07453018","aa07453098","aa07453099","aa08296002","aa11224004","ab07294010","gx01910701","gx02110101","gx02110104","gx02120305","gx02120412","gx02130402","gx02760102","gx02900104","ty00000001","ty00000002","ty00000003","ty00000005","ty00000006","ty00000009","ty00000010","ty00000011","ty00000012"
"53060716",NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","良好","89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,"73","优秀","73","72","83","89","84","88",NA,NA,"75","83","88","85",NA,NA,NA,"75","70","94","74","98","86","82","91","84",NA,NA,"93","80","83","96","87","86","92",NA,NA,NA,NA,"88","89","97","91","90","90",NA,"85","良好","中等","良好","良好",NA,NA,"良好","良好",NA,NA,NA,"80","82",NA,NA,"96","70","87",NA,"94","92","86","81",NA,NA,NA,NA,NA,"86","89","优秀","良好","良好","良好","优秀","中等","良好","优秀","良好","良好","93","91","良好","81","良好","92","87","良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,"优秀",NA
"53060717",NA,NA,NA,NA,NA,"及格",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,"中等",NA,NA,NA,NA,NA,NA,NA,"不及格",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69",NA,"91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,"71","优秀","60","65","76","83","80","89",NA,NA,"70","64","75","70",NA,NA,NA,"60","74","58","48","73","63","66","60","44",NA,NA,"70","52","81","84","52","62","77",NA,NA,NA,NA,"81","70","62","36","51","72",NA,"70","中等","中等","中等","良好",NA,"76.5",NA,"中等",NA,NA,NA,NA,"61",NA,NA,"61","35","22",NA,"49","75","77","42",NA,"90",NA,NA,NA,"76","87","良好","良好","良好","良好","中等","中等","中等","良好","良好","良好","83","66","中等","63","良好","84","83","中等",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"中等",NA,NA,"及格",NA,NA,NA,NA,NA
"53060718",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"中等","90",NA,"88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"中等",NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","及格","78","77","83","93","75","88",NA,NA,"78","76","78","84",NA,NA,NA,"68","77","86","68","85","82","61","81","87",NA,NA,"84","79","83","86","68","75","69",NA,NA,NA,NA,"86","75","69","80","87","70",NA,"81","中等","中等","良好","良好",NA,"72",NA,"优秀",NA,NA,NA,NA,"69",NA,NA,"84","70","81",NA,"91","86","87","61","77","91",NA,NA,NA,"85","91","及格","优秀","良好","优秀","优秀","中等","良好","优秀","良好","良好","83","81","中等","84","良好","85","85","良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA
"53060719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,"不及格",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"中等","92",NA,"93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"不及格",NA,NA,"76","中等","70","74","81","86","77","89",NA,NA,"69","81","78","81",NA,NA,NA,"37","69","81","88","72","79","78","79","80",NA,NA,"86","67","87","79","73","75","87",NA,NA,NA,NA,"74","64","38","78","83","81",NA,"75","良好","及格","良好","良好",NA,"82",NA,"及格",NA,NA,NA,NA,"69",NA,NA,"62","60","65",NA,"87","70","92","60","72","87",NA,NA,NA,"85","87","中等","良好","中等","中等","良好","中等","中等","中等","优秀","良好","83","83","良好","75","良好","87","94","中等",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,"优秀"
"53060720",NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,"良好",NA,NA,"81",NA,"92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"中等",NA,NA,NA,NA,NA,NA,NA,NA,"84","优秀","88","79","93","91","88","86",NA,NA,"81","82","87","88",NA,NA,NA,"93","95","69","61","88","82","72","86","74",NA,NA,"92","75","78","85","63","72","73",NA,NA,NA,NA,"93","81","80","77","82","85",NA,"76","优秀","中等","良好","良好",NA,"64",NA,"优秀",NA,NA,NA,NA,"69","83",NA,"84","67","75",NA,"80","79","93","61",NA,"92",NA,"95",NA,"91","90","中等","优秀","优秀","良好","优秀","优秀","良好","优秀","优秀","优秀","83","89","中等","81","优秀","86","93","良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA
"53060721",NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,"中等",NA,NA,"93",NA,"92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"中等",NA,NA,NA,NA,NA,NA,NA,NA,"82","良好","85","76","92","90","81","89",NA,NA,"78","81","88","79",NA,NA,NA,"81","99","93","78","83","92","86","95","85",NA,NA,"95","89","92","93","75","82","78",NA,NA,NA,NA,"81","94","90","95","84","88",NA,"80","优秀","优秀","良好","良好",NA,"82",NA,"优秀",NA,NA,NA,NA,"76","95",NA,"93","88","86",NA,"97","90","96","88",NA,"92","优秀","97",NA,"99","90","优秀","良好","良好","优秀","优秀","优秀","良好","优秀","优秀","良好","90","99","优秀","90","优秀","95","97","优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,"良好",NA
"53060722",NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,"良好",NA,NA,"92",NA,"92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"中等",NA,NA,NA,NA,NA,NA,NA,NA,"83","中等","87","81","92","89","84","91",NA,NA,"79","76","82","78",NA,NA,NA,"67","83","87","73","97","89","84","90","91",NA,NA,"95","71","92","83","60","80","84",NA,NA,NA,NA,"85","80","88","82","84","80",NA,"83","中等","优秀","良好","良好",NA,"79",NA,"优秀",NA,NA,NA,NA,"68","99",NA,"92","80","88",NA,"94","74","86","84",NA,"92",NA,"97",NA,"98","90","中等","良好","良好","良好","优秀","优秀","良好","优秀","良好","良好","90","87","中等","82","优秀","93","97","中等",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,"良好"
"53060723",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,"中等",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80",NA,"88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"及格",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","中等","76","65","88","90","83","89",NA,NA,"74","72","71","63",NA,NA,NA,"62","42","86","60","55","37","69","63","44",NA,NA,"62","60","60","61","26","54","44",NA,NA,NA,NA,"61","65","38","64","61","78",NA,"61","中等","良好","良好","良好",NA,NA,NA,"良好",NA,NA,NA,NA,"60","60",NA,"77","67","65",NA,"72","69","80","50",NA,"86",NA,"95",NA,"79","89","良好","良好","中等","良好","优秀","良好","良好","良好","良好","良好","95","76","中等","73","良好","85","85","及格",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,"优秀",NA
"53060724",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73",NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89",NA,"87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","中等","74","67","83","75","85","85",NA,NA,"71","69","70","61",NA,NA,NA,"60","32","36","33","17","26","37","27","47",NA,NA,"24","42","43","60","47","61","70",NA,NA,NA,NA,"67","62","62","24","70","37",NA,"41","中等","及格","及格","及格",NA,"75.5",NA,"中等",NA,NA,NA,NA,"70","42",NA,"74","32","44",NA,"57","46","33","31",NA,"89",NA,NA,NA,"71","89","良好","及格","中等","中等","良好","良好","中等","中等","良好","良好","83","38","及格","63","良好","82","73","及格",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"中等",NA,"中等",NA,NA,NA,NA
"53060725",NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"中等",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89",NA,"86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","中等","71","71","88","91","78","85",NA,NA,"80","76","85","78",NA,NA,NA,"60","60","79","63","78","88","74","85","73",NA,NA,"84","82","89","79","69","72","87",NA,NA,NA,NA,"76","95","72","79","82","84",NA,"72","中等","中等","良好","良好",NA,"85",NA,"良好",NA,NA,NA,NA,"64",NA,NA,"85","86","83",NA,"79","78","80","76",NA,"91",NA,NA,NA,"80","89","优秀","中等","中等","中等","良好","中等","中等","良好","良好","优秀","83","86","中等","76","优秀","89","87","良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀","良好",NA,NA,NA,NA,NA,NA,NA
"53060726",NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,"良好",NA,NA,"81",NA,"94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,"78","良好","66","61","87","89","80","88",NA,NA,"82","71","85","77",NA,NA,NA,"74","87","96","76","91","90","88","90","91",NA,NA,"91","87","80","85","77","83","77",NA,NA,NA,NA,"94","78","97","89","89","81",NA,"77","中等","良好","良好","良好",NA,"79",NA,"优秀",NA,NA,NA,NA,"82","85",NA,"93","79","81",NA,"91","95","94","80",NA,"92",NA,"97",NA,"95","90","良好","优秀","良好","中等","优秀","良好","良好","良好","良好","优秀","84","94","优秀","90","优秀","90","93","良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,"优秀"
"53060727",NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,"70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69",NA,"89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"及格",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","中等","63","61","81","82","79","86",NA,NA,"82","73","72","68",NA,NA,NA,"75","78","80","67","75","85","65","77","66",NA,NA,"71","74","75","81","53","60","63",NA,NA,NA,NA,"80","82","81","77","63","62",NA,"76","中等","中等","中等","中等","良好","72",NA,"及格",NA,NA,"中等",NA,"62",NA,NA,"80","69","60",NA,"61","71","92","51",NA,NA,NA,NA,NA,"80","90","中等","中等","良好","优秀","中等","中等","中等","优秀","良好","良好","80","77","中等","76","良好","88","68","良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,"优秀",NA,NA
"53060728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好","89",NA,"80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","及格","80","64","86","86","77","86",NA,NA,"73","58","66","66",NA,NA,NA,"37","25","45","16","41","25","20","2","24",NA,NA,"0","20","60","31","20","55","27",NA,NA,NA,NA,"76","51","61","20","77","14",NA,"27","良好","中等","中等","良好",NA,"29.5",NA,"中等",NA,NA,NA,"92","45","41",NA,"41","23","0",NA,"44","52","71","61",NA,"83",NA,NA,NA,"73","90","优秀","中等","中等","中等","中等","良好","中等","中等","良好","良好","80","66","及格","56","良好","78","87","良好",NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA
"53060729",NA,"及格",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀","良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"中等",NA,NA,NA,NA,NA,"83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60",NA,"80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","中等","80","64","88","88","77","84",NA,NA,"72","72","67","63",NA,NA,NA,"78","79","89","72","79","78","74","89","83",NA,NA,"87","90","86","78","77","73","88",NA,NA,NA,NA,"93","76","85","60","72","75",NA,"75","中等","良好","及格","中等",NA,"80",NA,"及格",NA,NA,NA,NA,"75","70",NA,"83","86","78",NA,"87","77","94","34",NA,NA,NA,NA,NA,"79","89","中等","良好","优秀","优秀","优秀","良好","中等","中等","良好","良好","80","84","良好","78","中等","84","81","良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,"良好",NA
"53060730",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好","70",NA,"89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","中等","71","64","85","88","76","86",NA,NA,"85","70","80","66",NA,NA,NA,"60","62","77","62","71","82","67","68","72",NA,NA,"79","71","79","81","60","73","81",NA,NA,NA,NA,"92","83","72","87","70","78",NA,"65","中等","中等","及格","及格",NA,"61.5",NA,"良好",NA,NA,NA,NA,"60","16",NA,"84","68","72",NA,"78","68","80","70",NA,"82",NA,NA,NA,"77","89","良好","及格","良好","及格","良好","中等","中等","中等","良好","良好","84","82","及格","73","及格","89","88","良好",NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,"优秀",NA,NA,NA,NA,NA,NA
"53060731",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好","90",NA,"89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","良好","74","71","90","85","79","86",NA,NA,"79","78","91","78",NA,NA,NA,"95","95","95","73","94","97","90","92","89",NA,NA,"98","76","86","78","76","78","87",NA,NA,NA,NA,"93","97","93","90","90","87",NA,"94","中等","中等","优秀","良好",NA,"67",NA,"优秀","66",NA,NA,NA,"86","90",NA,"100","97","92",NA,"97","96","91","80","74",NA,NA,NA,NA,"90","88","中等","优秀","优秀","优秀","优秀","中等","良好","优秀","良好","优秀","80","88","良好","86","优秀","88","85","优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"中等",NA,NA,NA,"良好",NA,NA
"53060732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,"70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61",NA,"78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","良好","78","69","85","71","90","87",NA,NA,"69","55","67","50",NA,NA,NA,"60","30","72","60","71","40","60","61","70",NA,NA,"75","0","74","75","41","63","60",NA,NA,NA,NA,"94","48","73","30","68","60",NA,"70","中等","及格","中等","中等",NA,"74",NA,"中等",NA,NA,NA,NA,"60","9",NA,"74","75","23",NA,"80","60","76","61",NA,"85",NA,NA,NA,"71","89","中等","中等","良好","及格","及格","中等","中等","中等","良好","良好","80","67","及格","66","中等","87","89","良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA
"53060733",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,"63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82",NA,"85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","中等","73","60","76","81","86","85",NA,NA,"76","64","75","70",NA,NA,NA,"67","60","76","61","56","42","70","72","81",NA,NA,"78","68","73","62","60","67","74",NA,NA,NA,NA,"91","60","86","60","73","80",NA,"60","中等","中等","及格","良好",NA,"60",NA,"良好",NA,NA,NA,"86","76","60",NA,"84","67","61",NA,"69","62","83","66",NA,"87",NA,NA,NA,"75","89","良好","优秀","良好","及格","良好","中等","中等","中等","良好","优秀","80","78","及格","70","及格","88","90","中等",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,"优秀",NA,NA,NA,NA,NA,NA
"53060734",NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好","良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,"71",NA,"87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","中等","80","74","75","87","90","84",NA,NA,"85","89","90","82",NA,NA,NA,"70","87","93","69","71","90","86","93","86",NA,NA,"88","88","82","90","81","76","78",NA,NA,NA,NA,"94","95","97","70","84","88",NA,"80","优秀","中等","中等","优秀",NA,"71.5",NA,"优秀",NA,NA,NA,NA,"78",NA,NA,"88","79","74",NA,"95","92","95","78",NA,"80",NA,NA,NA,"86","89","优秀","良好","良好","中等","优秀","良好","良好","中等","良好","优秀","80","97","良好","86","优秀","84","85","良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,"优秀",NA,NA
